symbol,announcement_ts_utc,effective_ts_utc,announcement_title,announcement_code,announcement_url,announcement_catalog_id,announcement_catalog_name,announcement_parse_status,announcement_body_excerpt,effective_day
ESPORTSUSDT,2025-07-29 07:46:40 UTC,2025-07-29 10:00:00 UTC,Binance Futures Will Launch USDS-Margined ZRCUSDT and ESPORTSUSDT Perpetual Contracts (2025-07-29),9111be0e852d4d68addb987a260d5b8d,https://www.binance.com/en/support/announcement/9111be0e852d4d68addb987a260d5b8d,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ZRCUSDT and ESPORTSUSDT Perpetual Contracts (2025-07-29) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-29 09:45 (UTC): ZRCUSDT Perpetual Contract with up to 50x leverage 2025-07-29 10:00 (UTC",2025-07-29
ALLUSDT,2025-08-05 09:59:46 UTC,2025-07-28 08:01:00 UTC,Binance Futures Will Launch USDS-Margined ALL Composite Index Perpetual Contract with Up to 75x Leverage (2025-08-06),743a662924474669ba16c368722b3c64,https://www.binance.com/en/support/announcement/743a662924474669ba16c368722b3c64,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ALL Composite Index Perpetual Contract with Up to 75x Leverage (2025-08-06) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, Binance Futures will launch USDS-M Binance ALL composite index perpetual contract with up to 75x leverage at 2025-08-06 09:30 (UTC) . About Binance ALL Composite Index Binance ALL composite index is a new cryptocurrency price index that tracks all cryptoc",2025-07-28
ZORAUSDT,2025-07-25 09:45:38 UTC,2025-07-25 11:00:00 UTC,Binance Futures Will Launch USDS-Margined ZORAUSDT and TAGUSDT Perpetual Contracts (2025-07-25),b8d4d5be7c894e1f9bf2c5e091da85e9,https://www.binance.com/en/support/announcement/b8d4d5be7c894e1f9bf2c5e091da85e9,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ZORAUSDT and TAGUSDT Perpetual Contracts (2025-07-25) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-25 11:00 (UTC): ZORAUSDT Perpetual Contract with up to 50x leverage 2025-07-25 11:15 (UTC):",2025-07-25
TAGUSDT,2025-07-25 09:45:38 UTC,2025-07-25 11:15:00 UTC,Binance Futures Will Launch USDS-Margined ZORAUSDT and TAGUSDT Perpetual Contracts (2025-07-25),b8d4d5be7c894e1f9bf2c5e091da85e9,https://www.binance.com/en/support/announcement/b8d4d5be7c894e1f9bf2c5e091da85e9,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined ZORAUSDT and TAGUSDT Perpetual Contracts (2025-07-25) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-25 11:00 (UTC): ZORAUSDT Perpetual Contract with up to 50x leverage 2025-07-25 11:15 (UTC):",2025-07-25
VELVETUSDT,2025-07-15 06:42:17 UTC,2025-07-15 09:15:00 UTC,Binance Futures Will Launch USDS-Margined CUSDT and VELVETUSDT Perpetual Contracts (2025-07-15),4f59bfc195ed4484ac810a9b8869fa86,https://www.binance.com/en/support/announcement/4f59bfc195ed4484ac810a9b8869fa86,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CUSDT and VELVETUSDT Perpetual Contracts (2025-07-15) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-15 09:00 (UTC): CUSDT Perpetual Contract with up to 50x leverage 2025-07-15 09:15 (UTC): VE",2025-07-15
CUSDT,2025-07-15 06:42:17 UTC,2025-07-15 09:00:00 UTC,Binance Futures Will Launch USDS-Margined CUSDT and VELVETUSDT Perpetual Contracts (2025-07-15),4f59bfc195ed4484ac810a9b8869fa86,https://www.binance.com/en/support/announcement/4f59bfc195ed4484ac810a9b8869fa86,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CUSDT and VELVETUSDT Perpetual Contracts (2025-07-15) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-15 09:00 (UTC): CUSDT Perpetual Contract with up to 50x leverage 2025-07-15 09:15 (UTC): VE",2025-07-15
PENGUUSDC,2025-07-23 06:00:02 UTC,2025-07-23 07:30:00 UTC,"Binance Futures Will Launch USDS-Margined PENGUUSDC, CVXUSDT and SLPUSDT Perpetual Contracts (2025-07-23)",b7b3a116013145569a9850f197c8cbe4,https://www.binance.com/en/support/announcement/b7b3a116013145569a9850f197c8cbe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined PENGUUSDC, CVXUSDT and SLPUSDT Perpetual Contracts (2025-07-23) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-23 07:30 (UTC): PENGUUSDC Perpetual Contract with up to 75x leverage 2025-07-23 1",2025-07-23
CVXUSDT,2025-07-23 06:00:02 UTC,2025-07-23 11:30:00 UTC,"Binance Futures Will Launch USDS-Margined PENGUUSDC, CVXUSDT and SLPUSDT Perpetual Contracts (2025-07-23)",b7b3a116013145569a9850f197c8cbe4,https://www.binance.com/en/support/announcement/b7b3a116013145569a9850f197c8cbe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined PENGUUSDC, CVXUSDT and SLPUSDT Perpetual Contracts (2025-07-23) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-23 07:30 (UTC): PENGUUSDC Perpetual Contract with up to 75x leverage 2025-07-23 1",2025-07-23
SLPUSDT,2025-07-23 06:00:02 UTC,2025-07-23 11:45:00 UTC,"Binance Futures Will Launch USDS-Margined PENGUUSDC, CVXUSDT and SLPUSDT Perpetual Contracts (2025-07-23)",b7b3a116013145569a9850f197c8cbe4,https://www.binance.com/en/support/announcement/b7b3a116013145569a9850f197c8cbe4,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined PENGUUSDC, CVXUSDT and SLPUSDT Perpetual Contracts (2025-07-23) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-23 07:30 (UTC): PENGUUSDC Perpetual Contract with up to 75x leverage 2025-07-23 1",2025-07-23
PUMPUSDT,2025-07-09 14:05:21 UTC,2025-07-10 07:30:00 UTC,Binance Futures Will Launch USDS-Margined PUMPUSDT Perpetual Contract Pre-Market Trading (2025-07-10),4bc8b483d10d4619babb2015066b2d89,https://www.binance.com/en/support/announcement/4bc8b483d10d4619babb2015066b2d89,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined PUMPUSDT Perpetual Contract Pre-Market Trading (2025-07-10) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and to enhance users’ trading experience, Binance Futures will launch PUMPUSDT perpetual contract pre-market trading starting at 2025-07-10 07:30 (UTC) with up to 5x leverage. More details on the aforementi",2025-07-10
CROSSUSDT,2025-07-10 07:18:06 UTC,2025-07-10 10:30:00 UTC,Binance Futures Will Launch USDS-Margined CROSSUSDT and AINUSDT Perpetual Contracts (2025-07-10),54c97e398f6d4390a3daefea4ec6ee68,https://www.binance.com/en/support/announcement/54c97e398f6d4390a3daefea4ec6ee68,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CROSSUSDT and AINUSDT Perpetual Contracts (2025-07-10) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-10 10:30 (UTC): CROSSUSDT Perpetual Contract with up to 50x leverage 2025-07-10 10:45 (UTC",2025-07-10
AINUSDT,2025-07-10 07:18:06 UTC,2025-07-10 10:45:00 UTC,Binance Futures Will Launch USDS-Margined CROSSUSDT and AINUSDT Perpetual Contracts (2025-07-10),54c97e398f6d4390a3daefea4ec6ee68,https://www.binance.com/en/support/announcement/54c97e398f6d4390a3daefea4ec6ee68,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined CROSSUSDT and AINUSDT Perpetual Contracts (2025-07-10) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-10 10:30 (UTC): CROSSUSDT Perpetual Contract with up to 50x leverage 2025-07-10 10:45 (UTC",2025-07-10
MUSDT,2025-07-07 07:30:13 UTC,2025-07-07 09:30:00 UTC,Binance Futures Will Launch USDS-Margined MUSDT Perpetual Contract (2025-07-07),39daafed88564fe08d932f470e00a810,https://www.binance.com/en/support/announcement/39daafed88564fe08d932f470e00a810,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined MUSDT Perpetual Contract (2025-07-07) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract as below: 2025-07-07 09:30 (UTC): MUSDT Perpetual Contract with up to 50x leverage Please note that M ( LINK) is already listed ",2025-07-07
OLUSDT,2025-06-25 09:30:41 UTC,2025-06-25 11:30:00 UTC,Binance Futures Will Launch USDS-Margined OLUSDT Perpetual Contract (2025-06-25),80889caa7146492f9de2a2627fa30a4d,https://www.binance.com/en/support/announcement/80889caa7146492f9de2a2627fa30a4d,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined OLUSDT Perpetual Contract (2025-06-25) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-06-25 11:30 (UTC): OLUSDT Perpetual Contract with up to 50x leverage Please note that OL ( LINK ) is already ",2025-06-25
BULLAUSDT,2025-07-04 07:11:27 UTC,2025-07-04 09:00:00 UTC,Binance Futures Will Launch USDS-Margined BULLAUSDT and IDOLUSDT Perpetual Contracts (2025-07-04),ace718d550c546b6a0e6db56af71f956,https://www.binance.com/en/support/announcement/ace718d550c546b6a0e6db56af71f956,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined BULLAUSDT and IDOLUSDT Perpetual Contracts (2025-07-04) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-04 09:00 (UTC): BULLAUSDT Perpetual Contract with up to 50x leverage 2025-07-04 09:15 (UT",2025-07-04
IDOLUSDT,2025-07-04 07:11:27 UTC,2025-07-04 09:15:00 UTC,Binance Futures Will Launch USDS-Margined BULLAUSDT and IDOLUSDT Perpetual Contracts (2025-07-04),ace718d550c546b6a0e6db56af71f956,https://www.binance.com/en/support/announcement/ace718d550c546b6a0e6db56af71f956,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined BULLAUSDT and IDOLUSDT Perpetual Contracts (2025-07-04) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contract(s) as below: 2025-07-04 09:00 (UTC): BULLAUSDT Perpetual Contract with up to 50x leverage 2025-07-04 09:15 (UT",2025-07-04
MYXUSDT,2025-06-18 09:51:01 UTC,2025-06-18 12:30:00 UTC,Binance Futures Will Launch USDS-Margined MYXUSDT and FUSDT Perpetual Contracts (2025-06-18),9801625522154e098d73b8245ad70646,https://www.binance.com/en/support/announcement/9801625522154e098d73b8245ad70646,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined MYXUSDT and FUSDT Perpetual Contracts (2025-06-18) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contracts as below: 2025-06-18 12:30 (UTC): MYXUSDT Perpetual Contract with up to 50x leverage 2025-06-18 12:45 (UTC): FUSDT",2025-06-18
FUSDT,2025-06-18 09:51:01 UTC,2025-06-18 12:30:00 UTC,Binance Futures Will Launch USDS-Margined MYXUSDT and FUSDT Perpetual Contracts (2025-06-18),9801625522154e098d73b8245ad70646,https://www.binance.com/en/support/announcement/9801625522154e098d73b8245ad70646,48,New Cryptocurrency Listing,ok,"Binance Futures Will Launch USDS-Margined MYXUSDT and FUSDT Perpetual Contracts (2025-06-18) This is a general announcement. Products and services referred to here may not be available in your region. Fellow Binancians, To expand the list of trading choices offered on Binance Futures and enhance users’ trading experience, Binance Futures will launch the following perpetual contracts as below: 2025-06-18 12:30 (UTC): MYXUSDT Perpetual Contract with up to 50x leverage 2025-06-18 12:45 (UTC): FUSDT",2025-06-18
